method,X1,X2,country,scale_x1,scale_x2
CSS,-0.133733403,0.108339292,MA,-1.347966232,1.833648021
CSS,0.055094507,0.028763071,MA,0.555325241,0.486816443
CSS,-0.092933492,0.04807518,MA,-0.936723408,0.81367487
CSS,-0.085962262,0.018730148,MA,-0.866456874,0.317008709
CSS,0.055824515,0.016815075,MA,0.562683365,0.284596006
CSS,0.069084076,0.046203907,MA,0.696333142,0.78200348
CSS,0.040133821,0.06418214,MA,0.404528969,1.086285985
CSS,-0.099504918,0.031518306,MA,-1.002960112,0.533448933
CSS,0.045525593,0.031256094,MA,0.458875347,0.529010973
CSS,0.005417116,0.01019248,MA,0.054601842,0.172508245
CSS,0.028262566,0.024834278,MA,0.284872614,0.420321414
CSS,0.029114935,0.033419311,MA,0.293464072,0.565623529
CSS,0.028739454,0.03850684,MA,0.289679408,0.651730223
CSS,0.03825915,0.038514643,MA,0.385633217,0.651862295
CSS,-0.139946302,-0.031565668,MA,-1.410589163,-0.534250527
CSS,-0.141505193,-0.056087245,MA,-1.426302011,-0.949279468
CSS,0.089204143,0.045015509,MA,0.899133417,0.761889784
CSS,0.047740465,0.03575116,MA,0.481200155,0.605090203
CSS,0.077782812,0.035838006,MA,0.784012079,0.606560081
CSS,0.088094835,0.028208956,MA,0.887952145,0.477438019
CSS,0.040181222,0.044180896,MA,0.405006743,0.747763913
CSS,0.067874326,0.062334758,MA,0.684139467,1.055018946
CSS,0.036433675,0.006752666,MA,0.367233336,0.114289209
CSS,-0.121039571,-0.016946095,MA,-1.22001871,-0.286813521
CSS,-0.107628816,-0.017287518,MA,-1.084844968,-0.292592114
CSS,0.051407448,0.038474094,MA,0.518161521,0.651175996
CSS,0.039698693,0.023685049,MA,0.400143089,0.400870658
CSS,-0.22522721,-0.009179802,MA,-2.270178319,-0.155368619
CSS,-0.20032217,-0.008503052,MA,-2.019147905,-0.143914594
CSS,-0.258164022,-0.012869402,MA,-2.60216502,-0.217815276
CSS,0.071874785,0.033159319,MA,0.724462105,0.561223156
CSS,0.028391694,0.021953178,MA,0.286174159,0.371558656
CSS,-0.021597193,0.016766379,MA,-0.217688965,0.283771819
CSS,-0.005487058,0.02582111,MA,-0.055306822,0.437023603
CSS,-0.024914924,0.001639793,MA,-0.251130045,0.027753575
CSS,0.068389755,0.01600275,MA,0.689334737,0.270847356
CSS,0.068606475,0.074006163,MA,0.691519164,1.252558077
CSS,-0.00298829,0.068020178,MA,-0.030120477,1.151244976
CSS,-0.061396455,0.086473837,MA,-0.618845744,1.463574093
CSS,-0.241692453,-0.128968887,MA,-2.436139793,-2.182804972
CSS,0.06783788,0.012248612,MA,0.683772112,0.20730838
CSS,-0.14618662,-0.03470294,MA,-1.473488465,-0.587349017
CSS,-0.199427304,0.014447181,MA,-2.010128093,0.244519274
CSS,0.062644122,0.016644068,MA,0.631421616,0.281701704
CSS,0.063023649,0.037758776,MA,0.635247053,0.639069209
CSS,0.092475816,0.040506682,MA,0.932110257,0.685577659
CSS,0.069280912,-0.005482659,MA,0.69831716,-0.092794287
CSS,-0.119965675,0.011598398,MA,-1.209194369,0.19630348
CSS,-0.202409527,0.013329181,MA,-2.040187421,0.225597063
CSS,0.075137469,0.043727247,MA,0.757348342,0.740085875
CSS,-0.158803616,0.031723335,MA,-1.600661516,0.53691906
CSS,-0.224524741,0.028135819,MA,-2.263097786,0.476200161
CSS,-0.006066825,0.034807265,MA,-0.061150583,0.589114722
CSS,0.001143704,0.035774907,MA,0.011527965,0.605492122
CSS,-0.25207661,-0.092642764,MA,-2.540806928,-1.567983498
CSS,-0.212446136,-0.068178135,MA,-2.141351449,-1.153918409
CSS,0.062296868,0.036971946,MA,0.627921463,0.625752062
CSS,-0.000927466,0.038426829,MA,-0.009348398,0.650376028
CSS,-0.037089801,0.105562114,MA,-0.373846756,1.786644146
CSS,-0.031803927,0.112568163,MA,-0.320567773,1.905221875
CSS,0.087502006,0.066793904,MA,0.881976724,1.130490215
CSS,-0.038374824,0.030574594,MA,-0.386799151,0.517476551
CSS,-0.07242163,0.067960969,MA,-0.729974036,1.150242854
CSS,0.074163864,0.028818138,MA,0.747534881,0.48774845
CSS,-0.163878968,0.123906076,MA,-1.651818539,2.097116638
CSS,-0.177194163,0.034446176,MA,-1.786029089,0.583003278
CSS,0.074046665,0.055142849,MA,0.746353581,0.933295514
CSS,-0.016199245,0.029441096,MA,-0.163280341,0.498292048
CSS,-0.315086253,0.122193641,MA,-3.175912814,2.068133583
CSS,-0.416869309,0.199717528,MA,-4.20183542,3.380229321
CSS,0.058823749,0.039361521,MA,0.592914153,0.666195741
CSS,-0.164233563,0.016751964,MA,-1.65539268,0.283527843
CSS,-0.231193061,0.085559616,MA,-2.330311136,1.448100848
CSS,0.138231427,0.073973119,MA,1.393304076,1.251998799
CSS,-0.17986694,0.06321335,MA,-1.812969353,1.069889169
CSS,-0.003334071,0.047925036,MA,-0.033605777,0.811133673
CSS,-0.095762798,0.086838137,MA,-0.965241402,1.469739882
CSS,-0.094171457,0.036445328,MA,-0.949201479,0.616839028
CSS,0.071244005,0.033316004,MA,0.718104161,0.563875067
CSS,0.054559559,0.062946419,MA,0.549933233,1.065371348
CSS,-0.09914776,0.039342276,MA,-0.999360134,0.665870022
CSS,-0.186734285,0.141615616,MA,-1.882188777,2.396851497
CSS,0.040005094,0.039873077,MA,0.403231467,0.674853853
CSS,0.007693284,0.042022097,MA,0.077544476,0.711226123
CSS,0.000104285,0.04875375,MA,0.001051142,0.8251597
CSS,-0.008988225,0.036035137,MA,-0.090596843,0.609896522
CSS,0.054440565,0.031593656,MA,0.548733837,0.534724236
CSS,0.045223153,0.024809959,MA,0.4558269,0.419909823
CSS,-0.008568625,0.060041245,MA,-0.086367478,1.016201123
CSS,-0.003306132,0.122248351,MA,-0.033324166,2.069059562
CSS,0.079307742,0.021205731,MA,0.799382617,0.358908081
CSS,-0.040500959,0.096762248,MA,-0.408229538,1.63770597
CSS,-0.02946787,0.062309207,MA,-0.297021478,1.054586492
CSS,0.049079269,0.022563733,MA,0.494694639,0.381892327
CSS,0.062055514,0.024212036,MA,0.625488735,0.40978994
CSS,-0.08214139,0.008467503,MA,-0.827944385,0.143312915
CSS,-0.097188547,0.006091161,MA,-0.979612242,0.103093215
CSS,0.076471646,0.020262671,MA,0.770796179,0.342946743
CSS,0.050826165,0.013469717,MA,0.51230248,0.227975648
CSS,-0.09272319,0.068365309,MA,-0.934603666,1.157086338
CSS,-0.07908895,0.05143924,MA,-0.797177305,0.870611756
CSS,0.076101053,0.036954363,MA,0.76706079,0.625454476
CSS,0.070073519,0.029622964,MA,0.706306242,0.501370168
CSS,-0.107986082,-0.043156986,MA,-1.088446027,-0.730434185
CSS,-0.024260056,0.018190324,MA,-0.244529305,0.307872164
CSS,0.013954566,0.012654382,MA,0.140655087,0.214176066
CSS,0.048185936,0.020851858,MA,0.485690286,0.352918756
CSS,0.001528256,0.054548212,MA,0.01540406,0.92323126
CSS,-0.017890898,0.028476781,MA,-0.180331355,0.48197096
CSS,0.078740127,0.051812191,MA,0.793661337,0.876923966
MED,-0.227540624,0.027391606,VEN,-2.276593796,0.467046961
MED,-0.019206205,0.021786127,VEN,-0.19216229,0.371469444
MED,-0.038986628,-0.015654278,VEN,-0.39006976,-0.266916914
MED,-0.050006752,0.036312989,VEN,-0.500328508,0.619163079
MED,0.004077652,0.1315019,VEN,0.040797797,2.242203807
MED,0.014618161,0.002251402,VEN,0.146257904,0.038388049
MED,-0.059686296,0.148385802,VEN,-0.59717447,2.530086702
MED,0.02862848,-0.005929923,VEN,0.286434215,-0.101109537
MED,0.015018246,-0.018962165,VEN,0.150260842,-0.323318817
MED,0.080152566,0.039378531,VEN,0.801943985,0.67143283
MED,-0.230954585,0.122009344,VEN,-2.310751229,2.080348767
MED,0.116276808,0.090678797,VEN,1.16337494,1.546139959
MED,0.118726085,-0.009475286,VEN,1.187880491,-0.161560572
MED,0.075827377,0.036727062,VEN,0.758669522,0.62622333
MED,0.029252116,-0.003014238,VEN,0.292673834,-0.05139496
MED,-0.006012947,0.015924157,VEN,-0.06016085,0.271518555
MED,0.082367088,0.073246881,VEN,0.824100767,1.248913021
MED,0.047448417,0.000339737,VEN,0.474731811,0.005792761
MED,0.048109616,0.05912754,VEN,0.481347245,1.0081679
MED,0.015193019,0.016126924,VEN,0.152009488,0.274975872
MED,0.054908162,0.069673902,VEN,0.549368187,1.187991115
MED,0.081705412,0.145946547,VEN,0.817480548,2.488495622
MED,0.065538831,0.022369483,VEN,0.655730366,0.381416087
MED,-0.11819458,-0.108415535,VEN,-1.182562669,-1.848564346
MED,0.155808165,0.091723285,VEN,1.558894826,1.563949259
MED,0.049196215,0.070031908,VEN,0.492218911,1.194095376
MED,0.11534012,0.141556062,VEN,1.154003177,2.413634628
MED,0.142638641,0.039965304,VEN,1.427130852,0.681437725
MED,0.099911813,0.110995436,VEN,0.999639582,1.892553557
MED,0.082548207,0.011363967,VEN,0.825912893,0.193763966
MED,0.140906717,0.181284213,VEN,1.409802574,3.091028728
MED,0.034556298,0.032493725,VEN,0.345743338,0.554041825
MED,0.069343819,0.109984177,VEN,0.693800098,1.875310854
MED,0.019964016,0.009866121,VEN,0.19974435,0.168224599
MED,0.029055533,0.000178165,VEN,0.290706979,0.003037838
MED,0.043551616,-0.005675749,VEN,0.435743456,-0.096775679
MED,0.039876615,0.005957983,VEN,0.398974273,0.101587971
MED,0.086116412,0.046034686,VEN,0.861613573,0.78492514
MED,0.157759524,0.104092616,VEN,1.578418606,1.774855409
MED,0.061231682,-0.012974327,VEN,0.61263639,-0.221221787
MED,0.119360057,-0.02924221,VEN,1.194223526,-0.498601121
MED,0.041235573,0.053995792,VEN,0.41257094,0.920667838
MED,0.082312899,-0.006053207,VEN,0.823558586,-0.103211618
MED,0.11792593,0.009252151,VEN,1.179874764,0.157755952
MED,0.11352578,-0.000367112,VEN,1.135850299,-0.006259532
MED,0.010687727,0.025720387,VEN,0.106933053,0.438551462
MED,0.057712691,0.02995635,VEN,0.577428118,0.510777731
MED,0.09922187,0.015092605,VEN,0.992736553,0.257339977
MED,0.071990154,0.021119634,VEN,0.720277266,0.360105238
MED,0.093659131,0.025234389,VEN,0.937080125,0.430264836
MED,0.098329325,0.055403721,VEN,0.983806438,0.944674068
MED,0.082498874,0.007000585,VEN,0.825419308,0.119365105
MED,0.073936914,0.018056535,VEN,0.739755024,0.307877165
MED,-0.128070958,0.184299196,VEN,-1.281377995,3.142436407
MED,-0.042427459,0.046205791,VEN,-0.424496021,0.787842608
MED,-0.16613148,0.096950391,VEN,-1.662181854,1.653075241
MED,0.007302922,0.009694179,VEN,0.073067339,0.165292859
MED,-0.040888834,0.014006235,VEN,-0.409101738,0.238816583
MED,-0.020843372,0.008342627,VEN,-0.2085425,0.142247899
MED,0.019277687,0.070050848,VEN,0.192877481,1.194418316
MED,-0.091676546,0.086053584,VEN,-0.917243928,1.467276694
MED,-0.121910181,0.142438841,VEN,-1.219738071,2.428686666
MED,0.071452926,-0.040383861,VEN,0.714902177,-0.688574431
MED,-0.02691126,0.12655478,VEN,-0.269253054,2.157851772
MED,0.100737041,0.004536809,VEN,1.007896165,0.077355922
MED,0.060712228,0.087269241,VEN,0.60743914,1.488004538
MED,0.04621391,0.028327822,VEN,0.462380297,0.48301013
MED,0.085844457,0.094892468,VEN,0.858892602,1.617986141
MED,0.030994234,0.012633506,VEN,0.310104098,0.21541054
MED,0.070700325,0.068570682,VEN,0.707372241,1.169180403
MED,0.07374484,0.010540809,VEN,0.737833287,0.179728516
MED,0.107353876,0.031112236,VEN,1.074099048,0.530486437
MED,0.060545682,-0.000987703,VEN,0.60577281,-0.016841062
MED,-0.187936172,0.120275619,VEN,-1.880342577,2.050787488
MED,0.022774609,0.074826609,VEN,0.227864951,1.275848546
MED,0.01212072,0.035648716,VEN,0.121270459,0.60783675
MED,0.040543181,0.115262018,VEN,0.405643412,1.965301899
MED,0.094917669,-0.014852207,VEN,0.949672076,-0.253241024
MED,0.026155816,0.000471295,VEN,0.261694665,0.008035922
MED,0.041066914,0.046476376,VEN,0.410883477,0.792456282
MED,0.150541837,0.033927196,VEN,1.506204065,0.578483559
MED,-0.005569909,0.049744415,VEN,-0.055728156,0.848178748
MED,-0.171224341,0.07074481,VEN,-1.71313705,1.206250868
MED,0.005677471,0.036176197,VEN,0.056804341,0.616830672
MED,0.048606682,-0.005516669,VEN,0.486320506,-0.09406325
MED,0.019250383,0.061457197,VEN,0.192604303,1.047890269
MED,0.064450874,0.032747914,VEN,0.644845116,0.558375949
MED,0.038385856,0.014262241,VEN,0.384058903,0.243181668
MED,-0.200964518,0.100301751,VEN,-2.010694033,1.710218383
MED,-0.093450717,0.035555295,VEN,-0.9349949,0.606243851
MED,0.081421409,0.019386026,VEN,0.814639041,0.330545947
MED,0.050490107,0.042097135,VEN,0.505164579,0.71778701
MED,0.027837133,0.041777991,VEN,0.278516619,0.71234538
MED,0.076395153,0.014179412,VEN,0.764350243,0.241769367
MED,0.099301142,0.02150804,VEN,0.993529687,0.366727843
MED,0.089164592,0.001505372,VEN,0.892111283,0.025667688
MED,0.059545429,0.058132827,VEN,0.595765059,0.991207319
MED,0.089281222,-0.002177494,VEN,0.893278183,-0.037127872
MED,0.092811121,0.009648883,VEN,0.928595599,0.164520537
MED,0.015204139,-0.041267707,MA,0.152120743,-0.703644657
MED,0.019103827,-0.039207629,MA,0.191137978,-0.668518817
MED,0.073667076,-0.023929706,MA,0.737055241,-0.408019035
MED,0.04540992,-0.026050178,MA,0.454336199,-0.444174634
MED,-0.120923182,-0.082333181,MA,-1.209862926,-1.403841092
MED,0.051993578,-0.022403473,MA,0.520207138,-0.381995633
MED,-0.093615404,-0.056551192,MA,-0.936642625,-0.96423929
MED,-0.089803648,-0.02673185,MA,-0.898505178,-0.455797638
MED,0.054740806,-0.021166151,MA,0.547693757,-0.360898398
MED,0.068665064,-0.048232089,MA,0.687009008,-0.822392482
MED,0.030925234,-0.047170232,MA,0.309413743,-0.804287039
MED,-0.108093474,-0.045407591,MA,-1.081498891,-0.774232716
MED,0.04549647,-0.034449273,MA,0.455202148,-0.587385354
MED,0.00353506,-0.013116225,MA,0.035369052,-0.223641259
MED,0.031268683,-0.031062843,MA,0.312850024,-0.529644245
MED,0.026661916,-0.022917634,MA,0.26675831,-0.390762466
MED,0.029465217,-0.044603498,MA,0.294805953,-0.760522342
MED,0.036158621,-0.041754455,MA,0.361774923,-0.711944069
MED,-0.160130101,0.033049797,MA,-1.602136741,0.563523263
MED,-0.145597317,0.04657867,MA,-1.456733055,0.794200474
MED,0.096021182,-0.052136826,MA,0.960712962,-0.8889711
MED,0.0514617,-0.040687111,MA,0.514885584,-0.693745063
MED,0.086470256,-0.037934422,MA,0.865153861,-0.646809712
MED,0.074106598,-0.021114585,MA,0.741452753,-0.360019148
MED,0.042862471,-0.048320742,MA,0.428848417,-0.82390408
MED,0.079892184,-0.076903267,MA,0.799338808,-1.311257084
MED,0.037992655,-0.006534512,MA,0.380124842,-0.111418219
MED,-0.103395682,0.012275681,MA,-1.034496458,0.209309355
MED,-0.111380604,0.014232789,MA,-1.114387345,0.242679493
MED,0.050289288,-0.039118761,MA,0.503155347,-0.66700355
MED,0.03855553,-0.02200921,MA,0.38575653,-0.375273169
MED,-0.244994056,-0.012811055,MA,-2.451219213,-0.218437883
MED,-0.216321155,-0.009252716,MA,-2.164340556,-0.157765585
MED,-0.240243377,-0.002530749,MA,-2.403687626,-0.043151127
MED,0.07673568,-0.045241712,MA,0.767757287,-0.771404362
MED,0.029652735,-0.020291107,MA,0.296682114,-0.345978255
MED,-0.017493633,-0.015996513,MA,-0.175027629,-0.272752271
MED,-0.007286908,-0.025339693,MA,-0.072907109,-0.432060337
MED,-0.030394968,-0.007931419,MA,-0.30410831,-0.135236512
MED,0.071309801,-0.019062441,MA,0.71347018,-0.325028589
MED,0.062476392,-0.073184175,MA,0.625089995,-1.24784383
MED,0.003250018,-0.088836607,MA,0.032517139,-1.514729276
MED,-0.072659476,-0.125353957,MA,-0.72697398,-2.137376873
MED,-0.275393514,0.11882721,MA,-2.755372449,2.026091051
MED,0.063862912,-0.011605767,MA,0.638962425,-0.197886834
MED,-0.164010058,0.017316435,MA,-1.640956563,0.29525792
MED,-0.205178217,-0.018291029,MA,-2.052853016,-0.311875456
MED,0.065572419,-0.022966374,MA,0.656066414,-0.39159351
MED,0.068782172,-0.03882331,MA,0.688180701,-0.6619659
MED,0.095237779,-0.028833895,MA,0.952874846,-0.491639047
MED,0.077283485,-0.000848075,MA,0.773238202,-0.014460301
MED,-0.106289159,-0.008061723,MA,-1.063446326,-0.137458295
MED,-0.20742425,-0.027495069,MA,-2.075325069,-0.468811089
MED,0.080727954,-0.04769104,MA,0.807700865,-0.8131672
MED,-0.161965654,-0.028930769,MA,-1.620501853,-0.493290825
MED,-0.235127383,-0.04621009,MA,-2.352500987,-0.78791592
MED,-0.010291266,-0.041233615,MA,-0.10296637,-0.703063369
MED,-0.000336227,-0.044349888,MA,-0.003364028,-0.756198108
MED,-0.270762327,0.08233296,MA,-2.709036403,1.40383732
MED,-0.224193032,0.06012394,MA,-2.243100405,1.025157253
MED,0.060997482,-0.033677457,MA,0.610293171,-0.574225333
MED,0.005252866,-0.061860274,MA,0.052556079,-1.054763029
MED,-0.041891168,-0.102407778,MA,-0.419130319,-1.746127699
MED,-0.049332626,-0.113860546,MA,-0.493583728,-1.941405787
MED,0.09581565,-0.071604469,MA,0.958656567,-1.220908691
MED,-0.043490103,-0.039198049,MA,-0.435128012,-0.668355478
MED,-0.066163647,-0.05468097,MA,-0.661981787,-0.932350623
MED,0.075600183,-0.027639578,MA,0.756396398,-0.471275062
MED,-0.138079805,-0.072154337,MA,-1.381518708,-1.230284335
MED,-0.187538956,-0.054970015,MA,-1.876368343,-0.937279052
MED,0.068006009,-0.051123789,MA,0.680415016,-0.871698091
MED,-0.016949879,-0.031284087,MA,-0.169587249,-0.533416624
MED,-0.253304151,-0.073158321,MA,-2.534363535,-1.247403015
MED,-0.29475443,-0.137844966,MA,-2.949082658,-2.350357723
MED,0.059845574,-0.043123689,MA,0.598768081,-0.735290504
MED,-0.170535082,-0.037915694,MA,-1.706240856,-0.646490374
MED,-0.207668834,-0.08726191,MA,-2.077772183,-1.487879534
MED,0.12895577,-0.073132485,MA,1.290230735,-1.246962486
MED,-0.178757682,-0.074252024,MA,-1.788509776,-1.266051436
MED,-0.002520156,-0.059433223,MA,-0.025214708,-1.013380018
MED,-0.092954418,-0.075133825,MA,-0.930029319,-1.281086794
MED,-0.099105125,-0.047704261,MA,-0.991568493,-0.813392628
MED,0.075841194,-0.035693189,MA,0.758807763,-0.608595042
MED,0.054912843,-0.062419272,MA,0.549415023,-1.064294354
MED,-0.085336369,-0.003461132,MA,-0.85380907,-0.05901483
MED,-0.183976093,-0.107642811,MA,-1.840721121,-1.83538885
MED,0.041404122,-0.038524187,MA,0.414257316,-0.656865635
MED,0.007601047,-0.043517676,MA,0.076050139,-0.742008276
MED,-0.00381619,-0.041183895,MA,-0.038181813,-0.70221561
MED,-0.00953825,-0.037352512,MA,-0.095432278,-0.636887706
MED,0.054536377,-0.029596431,MA,0.545648399,-0.504640853
MED,0.04646941,-0.024655935,MA,0.464936626,-0.420401762
MED,-0.011053225,-0.068054313,MA,-0.110589934,-1.160375921
MED,-0.018772183,-0.074972257,MA,-0.187819805,-1.278331948
MED,0.082223087,-0.020399698,MA,0.822660005,-0.347829798
MED,-0.047718025,-0.0923317,MA,-0.4774293,-1.574323167
MED,-0.031344724,-0.067617023,MA,-0.313610831,-1.152919821
MED,0.050377059,-0.029807757,MA,0.504033512,-0.508244105
MED,0.065365302,-0.028422566,MA,0.653994164,-0.484625582
MED,-0.092745283,-0.018135046,MA,-0.927936878,-0.309215826
MED,-0.109980409,-0.021156007,MA,-1.100378088,-0.360725433
MED,0.078282751,-0.018663446,MA,0.783236073,-0.318225432
MED,0.053308069,-0.014939476,MA,0.533358905,-0.25472901
MED,-0.095614091,-0.072715686,MA,-0.956639931,-1.239855753
MED,-0.085750958,-0.070971611,MA,-0.857957119,-1.210117992
MED,0.080978584,-0.044747099,MA,0.810208472,-0.762970849
MED,0.066838412,-0.025641509,MA,0.668732952,-0.437206533
MED,-0.106005144,0.031007725,MA,-1.06060469,0.528704447
MED,-0.028480024,-0.019434489,MA,-0.28494888,-0.331372284
MED,0.032998723,-0.059417339,MA,0.330159454,-1.013109195
MED,0.047690127,-0.017825858,MA,0.47715017,-0.303943954
MED,0.0008252,-0.030064497,MA,0.008256303,-0.512621714
MED,-0.021502311,-0.03617446,MA,-0.215135335,-0.616801063
MED,0.093943313,-0.066947393,MA,0.939923427,-1.141502123
UQ,-0.18110443,0.019648778,VEN,-1.60487084,0.325936974
UQ,-0.060710998,0.031015293,VEN,-0.537995181,0.514486474
UQ,-0.047752014,-0.006643417,VEN,-0.42315815,-0.110202036
UQ,-0.043027316,-0.040131525,VEN,-0.381289875,-0.66570795
UQ,-0.024347122,0.116654661,VEN,-0.215753895,1.935085568
UQ,0.045698503,-0.037394072,VEN,0.404960804,-0.620298655
UQ,0.079819936,-0.316772143,VEN,0.707330504,-5.254665343
UQ,-0.003684875,0.013629795,VEN,-0.0326538,0.226093146
UQ,-0.019906527,0.020505224,VEN,-0.176403222,0.340143826
UQ,0.084567905,-0.004738832,VEN,0.749404994,-0.078608487
UQ,-0.199763651,-0.025707828,VEN,-1.770220967,-0.426445436
UQ,0.019674774,-0.038517754,VEN,0.174349522,-0.638938459
UQ,0.093885735,0.057640801,VEN,0.831975664,0.956154537
UQ,0.187355803,-0.055748422,VEN,1.660267864,-0.924763451
UQ,0.009598195,0.006044958,VEN,0.085055142,0.100274703
UQ,-0.069472661,0.02677989,VEN,-0.615637335,0.444228962
UQ,0.183288794,-0.085565384,VEN,1.624227748,-1.419371844
UQ,0.007472062,0.020823881,VEN,0.066214256,0.345429753
UQ,0.111046288,-0.059498589,VEN,0.984045227,-0.986971806
UQ,-0.000644756,-0.007777736,VEN,-0.005713558,-0.129018288
UQ,0.009455411,-0.028060059,VEN,0.083789853,-0.465464608
UQ,0.018567951,-0.098014546,VEN,0.16454133,-1.625880456
UQ,0.174147336,-0.047489988,VEN,1.543220022,-0.787771277
UQ,-0.109624051,-0.027628497,VEN,-0.971441961,-0.458305782
UQ,0.104658871,0.08727466,VEN,0.927442639,1.447725574
UQ,0.055374518,-0.063929101,VEN,0.490705553,-1.060465817
UQ,0.109814029,-0.153140168,VEN,0.97312547,-2.54031282
UQ,0.378251448,-0.100223761,VEN,3.351904316,-1.662527268
UQ,0.177453444,-0.129320352,VEN,1.57251735,-2.145186016
UQ,0.080715885,0.009992582,VEN,0.71527003,0.165758496
UQ,0.020738406,0.128895246,VEN,0.183774984,2.138134292
UQ,0.20662726,-0.115924591,VEN,1.83104336,-1.922975065
UQ,0.11256533,-0.106333411,VEN,0.997506336,-1.763875084
UQ,-0.00380369,0.003531335,VEN,-0.033706688,0.058578334
UQ,0.087240288,-0.013973497,VEN,0.773086523,-0.231794531
UQ,-0.025387548,0.032887288,VEN,-0.224973713,0.545539428
UQ,0.007293706,0.011087212,VEN,0.06463374,0.183916395
UQ,-0.003635415,0.052557219,VEN,-0.032215511,0.871827293
UQ,0.374630849,-0.172847394,VEN,3.319820096,-2.867219325
UQ,0.035362657,0.021453141,VEN,0.313368904,0.355868016
UQ,0.145075595,0.027291461,VEN,1.285598549,0.452714977
UQ,0.072259163,-0.04125742,VEN,0.640330132,-0.684384466
UQ,0.197709954,0.005509662,VEN,1.752021967,0.091395134
UQ,0.018768397,0.066654057,VEN,0.166317598,1.10566781
UQ,0.237371566,0.007553056,VEN,2.103486393,0.125291257
UQ,0.067033376,-0.051903353,VEN,0.594021416,-0.86098086
UQ,0.040971338,-0.007109481,VEN,0.363070668,-0.117933175
UQ,0.096144026,0.016480052,VEN,0.851987683,0.273373657
UQ,0.096082647,-0.003268768,VEN,0.851443767,-0.054222834
UQ,0.042777874,0.024330105,VEN,0.379079425,0.403591556
UQ,0.077061609,-0.028504377,VEN,0.682887375,-0.472835017
UQ,0.019844437,0.029216273,VEN,0.175853007,0.48464406
UQ,0.052503841,0.010527133,VEN,0.46526683,0.174625717
UQ,-0.121288291,-0.119604561,VEN,-1.074805522,-1.984018969
UQ,-0.066699839,-0.007827973,VEN,-0.591065758,-0.129851633
UQ,-0.148157761,-0.049093219,VEN,-1.312911396,-0.81436591
UQ,-0.01202358,-0.006429709,VEN,-0.106547877,-0.106657013
UQ,-0.054216253,-0.008104265,VEN,-0.480441501,-0.134434795
UQ,-0.067017938,0.035268786,VEN,-0.593884612,0.585044088
UQ,0.020060664,-0.060463758,VEN,0.17776912,-1.002982173
UQ,-0.084445404,-0.048932353,VEN,-0.748319441,-0.811697449
UQ,-0.123631989,-0.063784942,VEN,-1.095574386,-1.058074494
UQ,-0.011637308,0.062688439,VEN,-0.103124898,1.039885537
UQ,-0.042009208,-0.07750219,VEN,-0.372267825,-1.285618332
UQ,0.243628653,-0.074763431,VEN,2.158934059,-1.240187361
UQ,-0.00171815,-0.026125489,VEN,-0.015225519,-0.43337365
UQ,0.078019459,-0.025260728,VEN,0.691375443,-0.419028869
UQ,0.018093059,-0.039929581,VEN,0.160333032,-0.662358072
UQ,-0.031971209,0.023767873,VEN,-0.283315329,0.394265149
UQ,0.056313155,-0.047315928,VEN,0.499023359,-0.78488394
UQ,0.186527507,-0.023695491,VEN,1.652927857,-0.393064468
UQ,0.050666659,0.049712822,VEN,0.448986502,0.824643994
UQ,0.069575531,0.009507999,VEN,0.616548918,0.157720152
UQ,-0.117005285,-0.164246481,VEN,-1.036851336,-2.724546059
UQ,0.070668711,-0.09182038,VEN,0.626236221,-1.523130685
UQ,0.027531335,-0.053182638,VEN,0.243971041,-0.882201824
UQ,0.080762049,-0.116904565,VEN,0.71567911,-1.939231015
UQ,0.304899916,0.000400496,VEN,2.701894067,0.006643488
UQ,0.0408302,-0.010111715,VEN,0.361819958,-0.167734694
UQ,0.096466067,-0.056075742,VEN,0.854841475,-0.930193081
UQ,0.30193864,-0.016154682,VEN,2.675652493,-0.267976363
UQ,0.1501577,-0.149933767,VEN,1.330634009,-2.487124538
UQ,-0.097717524,-0.142296433,VEN,-0.865931358,-2.360435263
UQ,0.004594796,-0.031411931,VEN,0.040717139,-0.521065974
UQ,-0.008319332,0.026982862,VEN,-0.073722403,0.447595886
UQ,-0.014458318,-0.018513239,VEN,-0.128123498,-0.307100467
UQ,0.059163286,-0.007598044,VEN,0.524280015,-0.126037523
UQ,0.032151013,-0.004734472,VEN,0.284908677,-0.078536147
UQ,-0.142552482,-0.094400863,VEN,-1.263239784,-1.565936136
UQ,-0.070337104,-0.034187275,VEN,-0.623297662,-0.567103812
UQ,0.056076955,0.013694186,VEN,0.496930253,0.227161275
UQ,0.129843065,-0.051924741,VEN,1.150614314,-0.861335637
UQ,0.154730793,-0.093075794,VEN,1.37115883,-1.543955685
UQ,0.053674573,0.003909472,VEN,0.475641362,0.064850922
UQ,0.03206377,0.042224152,VEN,0.284135569,0.700420769
UQ,0.008015498,0.050021098,VEN,0.071029948,0.829757709
UQ,0.076097861,-0.06830562,VEN,0.674347055,-1.1330642
UQ,0.087292472,0.016973966,VEN,0.773548957,0.281566783
UQ,0.183632676,-0.029581574,VEN,1.62727509,-0.490703721
UQ,-0.023663451,0.023242261,MA,-0.209695494,0.385546225
UQ,-0.056754773,0.050211924,MA,-0.502936784,0.832923175
UQ,0.014279714,0.044423391,MA,0.126540782,0.736902079
UQ,-0.017568095,0.03763529,MA,-0.155681023,0.624300009
UQ,-0.131474486,0.046234214,MA,-1.165071277,0.766940302
