"phylum","genus","mean.difference (MA - US)","se","effect.size (MA - US)","p.val","q.val","diff.abn","struc.zero.MA","struc.zero.US"
"p__Bacteroidetes","p__Bacteroidetes;g__Parabacteroides",-4.20252067705701,0.270980331264765,-15.5085819603301,3.03507927194496e-54,5.18998555502587e-52,TRUE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Thiomonas",1.98970857556178,0.135495479466492,14.6846860382072,8.08076230280011e-49,1.38181035377882e-46,TRUE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Actinobacillus",3.06216100073336,0.224256870106715,13.6547031949398,1.89258875239126e-42,3.23632676658905e-40,TRUE,0,0
"p__Firmicutes","p__Firmicutes;g__Lactobacillus",4.25005416338879,0.315545240236439,13.4689217945554,2.38320690771765e-41,4.07528381219718e-39,TRUE,0,0
"p__Bacteroidetes","p__Bacteroidetes;g__Dysgonomonas",-0.866278513780581,0.0707922518249847,-12.2369114055339,1.97402451538201e-34,3.37558192130324e-32,TRUE,0,0
"p__Tenericutes","p__Tenericutes;g__Catenibacterium",3.474353693893,0.287033617072172,12.1043441856478,1.0016670957511e-33,1.71285073373439e-31,TRUE,0,0
"p__Actinobacteria","p__Actinobacteria;g__Rothia",2.01873749466541,0.168935679090454,11.9497403126104,6.51284242307402e-33,1.11369605434566e-30,TRUE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Bilophila",-3.2011181171659,0.268692550844276,-11.913683900456,1.00439612160496e-32,1.71751736794448e-30,TRUE,0,0
"p__Tenericutes","p__Tenericutes;g__Bulleidia",3.20083362924011,0.269063015271199,11.8962229945051,1.23825663304085e-32,2.11741884249985e-30,TRUE,0,0
"p__Firmicutes","p__Firmicutes;g__Megasphaera",3.58253225883964,0.310237746415782,11.5476994667126,7.58229071683728e-31,1.29657171257918e-28,TRUE,0,0
"p__Tenericutes","p__Tenericutes;g__p-75-a5",2.78187016308887,0.243936794651451,11.4040613145866,3.9905854567682e-30,6.82390113107362e-28,TRUE,0,0
"p__Fusobacteria","p__Fusobacteria;g__Leptotrichia",2.18170543961365,0.191844599821686,11.3722535929678,5.74839592833951e-30,9.82975703746057e-28,TRUE,0,0
"p__Firmicutes","p__Firmicutes;g__Mitsuokella",3.43359825073764,0.306483387320841,11.203211634904,3.9321478688542e-29,6.72397285574069e-27,TRUE,0,0
"p__Bacteroidetes","p__Bacteroidetes;g__Odoribacter",-3.00857812568958,0.272331019629075,-11.047504356233,2.25393669252794e-28,3.85423174422278e-26,TRUE,0,0
"p__Firmicutes","p__Firmicutes;g__Selenomonas",3.12944223934878,0.283674563955737,11.0318041762711,2.68425337041609e-28,4.59007326341152e-26,TRUE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Neisseria",1.49267661485264,0.139656789924622,10.6881778942384,1.15620086156987e-26,1.97710347328448e-24,TRUE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Aggregatibacter",1.60017674147097,0.156434979083064,10.2290213534743,1.4699730689062e-24,2.5136539478296e-22,TRUE,0,0
"p__Firmicutes","p__Firmicutes;g__Ruminococcus",-2.2417955364906,0.219190241484781,-10.2276247396089,1.4913222582184e-24,2.55016106155346e-22,TRUE,0,0
"p__Firmicutes","p__Firmicutes;g__Eubacterium",-2.43566776889866,0.238179888358037,-10.2261689082552,1.51390368665954e-24,2.58877530418782e-22,TRUE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Gallibacterium",1.43729312928769,0.14864859373306,9.66906644181749,4.08083551776118e-22,6.97822873537162e-20,TRUE,0,0
"p__Tenericutes","p__Tenericutes;g__RFN20",1.93121327683261,0.199900176762966,9.66088828987163,4.42014433864548e-22,7.55844681908377e-20,TRUE,0,0
"p__Spirochaetes","p__Spirochaetes;g__Treponema",2.72913078896339,0.285253166378487,9.5673987553297,1.09629185345981e-21,1.87465906941628e-19,TRUE,0,0
"p__Firmicutes","p__Firmicutes;g__Acidaminococcus",-0.70101657193148,0.0747370997463827,-9.37976686692888,6.61187608449507e-21,1.13063081044866e-18,TRUE,0,0
"p__Fusobacteria","p__Fusobacteria;g__Fusobacterium",2.07650703209243,0.231509919786416,8.96940845562103,2.98111115273628e-19,5.09770007117904e-17,TRUE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Burkholderia",0.67850964734401,0.0769040758075744,8.82280477619604,1.11627860218398e-18,1.90883640973461e-16,TRUE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Sutterella",2.46908753231916,0.283816840779976,8.69958077728473,3.33112468234933e-18,5.69622320681735e-16,TRUE,0,0
