"phylum","genus","mean.difference (VEN - US)","se (VEN - US)","W","p.val","q.val","diff.abn","structural.zero (US)","structural.zero (VEN)"
"p__Firmicutes","p__Firmicutes;g__Dorea",0.640241429779625,0.234708514811151,2.72781509565074,0.00637553345217993,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Facklamia",0.103808697475141,0.14989509884959,0.692542306398598,0.488596827290181,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Faecalibacterium",0.0881452849158322,0.234494919218894,0.3758942206912,0.706995537197589,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Granulicatella",-0.00190666036842035,0.188588032369746,-0.0101101875048049,0.991933374906207,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Kurthia",0.49678611204905,0.185345795517311,2.6803203744789,0.0073551727668994,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Lachnobacterium",-0.422426886329868,0.24207043587073,-1.74505773416896,0.0809748197441645,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Lachnospira",-0.588847076098862,0.263147808056279,-2.23770465902162,0.0252403212381726,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Lentibacillus",0.210106525625901,0.113827267440488,1.84583650605291,0.0649159481888196,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Megamonas",-0.71227426446466,0.257299304685872,-2.76827123701034,0.00563545330726043,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Melissococcus",0.457477831456614,0.206220426578799,2.21839242138221,0.0265280874133565,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Mitsuokella",0.229359620994171,0.0980070233739753,2.3402365779336,0.0192715280071897,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Moryella",-0.0721939556527245,0.156182470735233,-0.462241090903925,0.643908439188129,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Oscillospira",0.052395189216174,0.260410130531302,0.201202576525248,0.840540176915521,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Peptostreptococcus",0.185047992958434,0.18018844839974,1.02696923471983,0.304434951010237,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Rummeliibacillus",0.344103636131669,0.136959791178057,2.51244276273984,0.0119898553065798,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Salinicoccus",-0.052196277113101,0.156037679772698,-0.334510723237721,0.737994200523351,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Shuttleworthia",-0.16287542015294,0.112059715093367,-1.45346987556799,0.146093337830725,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Staphylococcus",0.05783028117,0.244606288565506,0.236421890496544,0.813105311436258,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Streptococcus",-0.433324884249258,0.227422372658146,-1.90537491621643,0.0567313534426003,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Terribacillus",0.0843792751328994,0.0957170819951218,0.88154876197751,0.378020873733821,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Tetragenococcus",0.220273094788155,0.138806232221646,1.58691069747086,0.112532871755938,1,FALSE,0,0
"p__Fusobacteria","p__Fusobacteria;g__Cetobacterium",0.591015156780506,0.228808617262654,2.58301091913015,0.00979422231458409,1,FALSE,0,0
"p__Fusobacteria","p__Fusobacteria;g__Sneathia",0.340852880269963,0.187935458282441,1.81366988105943,0.0697285647298115,1,FALSE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Acidovorax",-0.196531621394161,0.140133468859042,-1.40246026159425,0.160777849083587,1,FALSE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Aeromonas",-0.118284539332873,0.0854488391934892,-1.38427321481842,0.166274812391243,1,FALSE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Aquamonas",0.266216645996881,0.138546299251592,1.9214995090807,0.0546687642000554,1,FALSE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Averyella",-0.0983668345675733,0.0974137321588415,-1.0097840662462,0.312598755659382,1,FALSE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Bilophila",-0.591358638734034,0.300250345802152,-1.96955189894671,0.0488897490091298,1,FALSE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Brachymonas",-0.193032405503038,0.0823509240908526,-2.34402233653235,0.0190770288758479,1,FALSE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Cardiobacterium",-0.0960656005470939,0.0938686174733462,-1.02340487303301,0.306116456327645,1,FALSE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Comamonas",0.362557823886427,0.162609657232281,2.22962049153409,0.0257726482886097,1,FALSE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Cupriavidus",-0.0343278305922426,0.0818165107011962,-0.419570943542337,0.674798918546662,1,FALSE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Desulfomicrobium",-0.16663753757622,0.0970932580751776,-1.71626270329908,0.0861139713534591,1,FALSE,0,0
